X,Y,Subtracted,Original 1,Original 2
2134,944,21,54,33
2134,951,4,43,39
2140,1076,4,45,41
2142,1076,4,59,55
2141,1082,4,41,37
2141,1095,10,58,48
2142,1095,12,52,40
2141,1096,12,57,45
2142,1096,3,50,47
2142,1127,4,56,52
2143,1127,17,56,39
2143,1146,6,61,55
2143,1147,11,66,55
2143,1152,11,53,42
2142,1153,18,59,41
2143,1153,5,59,54
2142,1159,12,56,44
2143,1160,8,43,35
2143,1165,14,64,50
2142,1204,3,40,37
2143,1204,8,63,55
2143,1205,14,49,35
2142,1228,2,37,35
2141,1243,2,34,32
2142,1243,4,42,38
2142,1261,2,52,50
2140,1273,5,41,36
2141,1273,16,62,46
2140,1274,6,39,33
2141,1274,15,58,43
2141,1279,4,41,37
