X,Y,Subtracted,Original 1,Original 2
2191,969,12,71,59
2191,971,1,40,39
2192,981,12,69,57
2192,982,5,86,81
2193,982,18,49,31
2192,987,6,48,42
2192,988,8,101,93
2193,988,13,66,53
2192,989,3,81,78
2193,989,7,49,42
2192,993,18,73,55
2193,993,23,71,48
2191,995,1,67,66
2192,995,39,169,130
2193,995,38,134,96
2193,999,19,58,39
2193,1000,15,115,100
2194,1000,30,72,42
2192,1001,2,194,192
2193,1001,8,133,125
2194,1001,9,46,37
2192,1002,11,81,70
2192,1006,3,75,72
2193,1006,7,120,113
2194,1006,4,87,83
2192,1007,4,207,203
2192,1008,3,69,66
2193,1012,18,111,93
2193,1013,3,124,121
2193,1018,5,71,66
2194,1018,28,62,34
2192,1019,2,77,75
2193,1019,13,157,144
2194,1019,33,120,87
2194,1020,7,109,102
2194,1025,39,114,75
2195,1025,32,63,31
2192,1026,20,66,46
2194,1026,17,105,88
2195,1026,22,58,36
2194,1031,3,101,98
2195,1031,4,61,57
2194,1032,10,80,70
2193,1037,37,162,125
2194,1037,17,82,65
2193,1039,6,121,115
2195,1039,13,105,92
2194,1043,1,46,45
2195,1044,13,66,53
2195,1045,2,84,82
2195,1046,3,35,32
2195,1051,3,75,72
2193,1052,6,68,62
2194,1052,3,41,38
2194,1056,24,85,61
2194,1057,9,165,156
2195,1057,3,70,67
2193,1058,4,41,37
2195,1058,13,69,56
2194,1063,13,201,188
2196,1063,3,50,47
2195,1064,4,144,140
2194,1065,5,61,56
2194,1068,12,56,44
2193,1069,2,44,42
2194,1069,24,122,98
2194,1070,5,130,125
2195,1071,4,106,102
2196,1071,1,34,33
2195,1075,45,112,67
2195,1076,6,159,153
2196,1077,7,48,41
2194,1078,3,62,59
2195,1081,27,68,41
2194,1082,20,106,86
2195,1082,28,135,107
2195,1083,7,134,127
2196,1083,1,44,43
2194,1084,6,70,64
2194,1088,3,99,96
2195,1088,3,63,60
2196,1089,3,58,55
2195,1090,4,66,62
2194,1095,16,172,156
2195,1095,12,138,126
2196,1095,3,70,67
2195,1096,19,187,168
2196,1096,9,88,79
2194,1101,17,87,70
2195,1101,15,176,161
2196,1101,17,54,37
2194,1102,10,81,71
2195,1102,4,181,177
2196,1103,4,39,35
2194,1107,1,64,63
2195,1107,7,147,140
2196,1109,17,66,49
2195,1113,22,85,63
2195,1114,32,168,136
2195,1115,21,159,138
2194,1120,1,97,96
2195,1120,30,114,84
2196,1120,5,66,61
2194,1121,9,139,130
2195,1121,10,132,122
2196,1121,10,87,77
2194,1122,23,105,82
2196,1122,11,51,40
2195,1126,1,43,42
2196,1127,20,78,58
2196,1128,2,62,60
2195,1129,29,73,44
2194,1132,16,47,31
2194,1133,27,110,83
2196,1133,26,61,35
2194,1135,2,46,44
2195,1135,40,155,115
2194,1139,6,46,40
2195,1139,3,80,77
2196,1140,8,58,50
2196,1141,1,38,37
2194,1145,14,117,103
2195,1145,21,181,160
2196,1145,2,86,84
2195,1146,20,215,195
2194,1147,2,229,227
2195,1147,22,239,217
2196,1147,6,78,72
2194,1152,9,107,98
2195,1152,24,120,96
2194,1153,13,198,185
2196,1153,5,75,70
2195,1154,2,98,96
2195,1158,1,64,63
2193,1159,1,37,36
2196,1159,9,61,52
2196,1160,25,65,40
2194,1165,31,163,132
2196,1165,6,64,58
2194,1166,46,163,117
2196,1166,12,74,62
2195,1171,4,102,98
2193,1172,9,82,73
2194,1172,15,132,117
2195,1172,21,156,135
2193,1173,4,81,77
2194,1173,21,131,110
2195,1173,18,137,119
2194,1174,15,71,56
2194,1177,27,100,73
2193,1178,7,96,89
2195,1178,4,91,87
2193,1179,1,73,72
2195,1179,9,78,69
2195,1180,6,92,86
2194,1184,9,107,98
2193,1185,22,101,79
2195,1185,23,94,71
2194,1186,18,102,84
