X,Y,Subtracted,Original 1,Original 2
2191,969,6,40,34
2191,970,2,68,66
2191,977,5,60,55
2191,981,4,54,50
2192,982,8,55,47
2192,983,3,86,83
2193,983,2,37,35
2191,989,3,60,57
2192,989,13,72,59
2192,990,7,41,34
2192,994,3,62,59
2191,995,2,43,41
2192,995,2,109,107
2193,995,2,53,51
2193,1001,1,54,53
2192,1002,1,53,52
2193,1007,4,96,92
2193,1009,7,59,52
2192,1013,8,89,81
2193,1015,6,110,104
2192,1020,6,70,64
2193,1020,3,97,94
2192,1021,16,49,33
2193,1021,10,65,55
2193,1025,5,78,73
2193,1026,7,140,133
2192,1027,4,36,32
2193,1027,5,111,106
2194,1027,1,44,43
2194,1032,7,90,83
2194,1033,3,71,68
2194,1034,2,34,32
2195,1039,2,41,39
2193,1040,1,57,56
2193,1046,1,61,60
2194,1046,2,64,62
2193,1050,7,54,47
2194,1050,12,60,48
2193,1051,7,101,94
2194,1051,18,120,102
2195,1051,15,53,38
2193,1052,2,95,93
2194,1052,9,107,98
2195,1052,10,42,32
2194,1059,3,51,48
2193,1064,12,77,65
2194,1064,8,76,68
2195,1064,13,76,63
2193,1065,3,69,66
2194,1065,5,73,68
2194,1069,10,44,34
2193,1071,6,60,54
2194,1071,35,143,108
2195,1076,2,40,38
2195,1077,1,63,62
2194,1082,1,46,45
2195,1082,7,40,33
2194,1083,5,93,88
2195,1083,9,84,75
2194,1090,10,65,55
2195,1090,9,71,62
2194,1096,6,71,65
2194,1097,33,65,32
2195,1102,4,94,90
2196,1102,16,52,36
2194,1103,8,85,77
2194,1109,8,83,75
2195,1109,4,70,66
2194,1110,4,52,48
2195,1110,2,42,40
2194,1114,2,41,39
2195,1114,3,46,43
2194,1115,3,84,81
2195,1115,5,89,84
2194,1116,8,61,53
2195,1116,4,66,62
2195,1121,12,112,100
2194,1122,1,89,88
2195,1122,28,126,98
2195,1123,11,58,47
2195,1127,13,46,33
2194,1128,6,48,42
2194,1134,12,64,52
2194,1135,8,91,83
2195,1140,8,49,41
2194,1141,3,85,82
2195,1141,13,74,61
2194,1146,12,90,78
2194,1147,14,212,198
2196,1147,7,63,56
2194,1152,1,58,57
2195,1152,1,44,43
2193,1153,3,55,52
2194,1153,5,104,99
2195,1153,4,96,92
2196,1153,1,38,37
2193,1154,7,45,38
2194,1154,8,102,94
2195,1154,6,107,101
2196,1154,1,49,48
2194,1155,7,48,41
2195,1155,4,59,55
2194,1159,2,49,47
2195,1159,3,36,33
2193,1160,3,40,37
2194,1160,18,85,67
2195,1160,2,76,74
2194,1161,7,58,51
2194,1166,6,98,92
2194,1167,16,135,119
2195,1167,2,85,83
2194,1168,1,44,43
2193,1173,1,77,76
2193,1174,1,36,35
2193,1178,3,57,54
2193,1179,5,106,101
2193,1180,13,95,82
2194,1180,1,107,106
2193,1181,5,45,40
2193,1186,3,188,185
2194,1186,7,103,96
2195,1186,8,60,52
2193,1191,2,134,132
2194,1192,34,74,40
2194,1193,17,81,64
2195,1193,8,40,32
2193,1197,9,98,89
2194,1197,15,67,52
2192,1198,1,78,77
2194,1198,8,124,116
2192,1199,5,76,71
2193,1199,2,97,95
2194,1199,1,103,102
2194,1200,12,77,65
2194,1204,3,81,78
2192,1205,14,81,67
2193,1205,6,106,100
2194,1205,27,105,78
2194,1206,11,88,77
2192,1211,7,93,86
2193,1212,6,116,110
2194,1212,10,69,59
2193,1213,11,63,52
2192,1218,35,106,71
2193,1218,7,196,189
2194,1218,8,43,35
2193,1223,3,131,128
2191,1224,25,80,55
2194,1224,5,64,59
2191,1225,3,57,54
2192,1225,17,143,126
2193,1225,9,136,127
2194,1225,5,54,49
2192,1226,12,84,72
2193,1229,24,56,32
2191,1231,4,72,68
2192,1231,4,169,165
2193,1232,10,47,37
2191,1236,9,67,58
2192,1238,10,90,80
2192,1242,2,45,43
2192,1243,2,99,97
2193,1243,3,49,46
2191,1244,17,168,151
2192,1244,2,99,97
2193,1244,3,49,46
2191,1245,1,95,94
2192,1245,2,45,43
2191,1249,94,167,73
2190,1251,20,64,44
2191,1251,52,177,125
2192,1251,6,48,42
2192,1255,6,41,35
2190,1256,20,82,62
2192,1256,16,73,57
2190,1257,11,80,69
2190,1258,1,33,32
2191,1261,3,53,50
2190,1262,13,68,55
2190,1263,17,109,92
2191,1264,10,58,48
2190,1268,8,78,70
2189,1269,2,79,77
2190,1269,26,138,112
2191,1269,11,102,91
2190,1270,14,83,69
2189,1274,7,83,76
2190,1274,1,70,69
2189,1275,13,157,144
2190,1275,9,145,136
2191,1275,4,86,82
2189,1276,12,164,152
2190,1276,11,147,136
2191,1276,8,80,72
2189,1277,4,97,93
2190,1277,5,73,68
2190,1281,13,91,78
2191,1281,5,72,67
2188,1283,1,49,48
2189,1283,18,181,163
2190,1283,25,75,50
2190,1287,11,61,50
2188,1288,11,65,54
2190,1294,2,81,79
2189,1295,21,118,97
2187,1300,1,64,63
2188,1300,2,70,68
2189,1300,4,84,80
2188,1301,1,183,182
2189,1301,3,77,74
2187,1306,7,72,65
2188,1306,15,71,56
2187,1308,38,149,111
2188,1308,29,130,101
2189,1308,23,79,56
2187,1312,17,56,39
2187,1315,18,188,170
2186,1319,32,74,42
2187,1319,93,169,76
2186,1321,13,94,81
2187,1321,87,185,98
2188,1321,4,87,83
2187,1325,16,93,77
2186,1326,3,80,77
2185,1327,5,49,44
2186,1327,11,160,149
2187,1327,13,144,131
2186,1332,31,89,58
2185,1333,19,94,75
2187,1333,17,79,62
2186,1334,15,77,62
2185,1338,7,78,71
2185,1339,13,156,143
2185,1340,13,143,130
2185,1341,7,61,54
2184,1345,17,138,121
2185,1345,6,178,172
2186,1345,21,89,68
2184,1347,29,101,72
2185,1347,19,148,129
2186,1347,30,74,44
2183,1351,4,62,58
2184,1352,7,99,92
2186,1352,18,64,46
2183,1353,3,43,40
2184,1353,7,56,49
1091,1717,1,34,33
