X,Y,Subtracted,Original 1,Original 2
2191,969,1,56,55
2191,970,4,83,79
2191,971,5,52,47
2191,976,10,159,149
2191,977,3,79,76
2192,981,1,46,45
2192,982,4,65,61
2193,982,3,37,34
2191,983,59,116,57
2192,983,6,65,59
2193,988,1,45,44
2191,989,2,68,66
2192,993,2,48,46
2193,993,8,44,36
2192,994,7,108,101
2193,994,6,75,69
2192,995,2,112,110
2193,1001,10,114,104
2192,1002,3,56,53
2192,1006,17,69,52
2192,1007,7,178,171
2193,1007,25,149,124
2194,1007,21,68,47
2192,1008,1,62,61
2192,1012,19,95,76
2193,1012,24,90,66
2192,1014,24,114,90
2193,1014,19,114,95
2194,1014,12,73,61
2192,1019,11,67,56
2194,1019,19,79,60
2192,1020,10,88,78
2194,1020,18,94,76
2194,1021,9,43,34
2193,1026,16,197,181
2192,1031,11,48,37
2192,1032,1,35,34
2193,1037,9,114,105
2194,1037,12,48,36
2193,1038,9,154,145
2194,1038,22,116,94
2195,1038,14,68,54
2193,1039,18,134,116
2194,1039,19,151,132
2195,1039,2,90,88
2193,1040,8,44,36
2194,1040,2,46,44
2193,1044,1,83,82
2193,1045,5,103,98
2194,1045,9,135,126
2195,1045,1,60,59
2193,1046,1,47,46
2194,1046,6,62,56
2194,1050,15,71,56
2193,1051,16,74,58
2195,1051,10,67,57
2194,1052,21,53,32
2194,1057,5,131,126
2195,1058,10,63,53
2195,1063,6,105,99
2194,1064,25,105,80
2194,1065,2,50,48
2193,1070,1,38,37
2194,1070,7,106,99
2196,1070,15,54,39
2194,1075,16,49,33
2195,1075,21,80,59
2194,1076,16,96,80
2195,1076,20,128,108
2196,1076,5,51,46
2195,1081,5,43,38
2194,1082,19,100,81
2194,1083,2,126,124
2195,1088,20,62,42
2195,1089,17,98,81
2195,1090,11,66,55
2195,1094,12,53,41
2195,1095,18,132,114
2196,1096,6,66,60
2195,1100,7,48,41
2195,1101,6,119,113
2196,1102,5,44,39
2195,1107,16,92,76
2196,1108,2,41,39
2194,1114,3,79,76
2195,1114,3,111,108
2196,1114,2,56,54
2195,1115,2,111,109
2196,1115,4,48,44
2194,1120,48,115,67
2194,1121,34,130,96
2194,1122,29,95,66
2194,1126,23,63,40
2195,1126,19,54,35
2194,1128,15,80,65
2195,1129,8,48,40
2194,1133,5,71,66
2196,1133,26,74,48
2195,1134,17,149,132
2195,1135,2,54,52
2196,1140,5,55,50
2194,1141,9,62,53
2196,1141,16,52,36
2194,1145,55,86,31
2195,1145,39,125,86
2196,1146,5,98,93
2193,1147,6,66,60
2194,1148,3,109,106
2195,1148,13,94,81
2195,1152,7,74,67
2193,1153,26,62,36
2194,1153,18,176,158
2196,1153,5,67,62
2196,1159,8,47,39
2195,1160,11,117,106
2196,1160,14,52,38
2193,1164,1,37,36
2195,1164,4,42,38
2193,1165,10,82,72
2195,1165,14,124,110
2193,1167,5,72,67
2195,1171,4,64,60
2193,1172,8,73,65
2194,1172,4,121,117
2193,1173,9,77,68
2194,1173,9,124,115
2193,1174,1,35,34
2194,1174,2,56,54
2194,1177,3,42,39
2193,1178,4,88,84
2194,1178,7,71,64
2195,1178,6,74,68
2193,1179,7,69,62
2194,1179,2,171,169
2194,1184,4,81,77
