X,Y,Subtracted,Original 1,Original 2
2131,913,3,36,33
2131,914,3,55,52
2132,914,5,37,32
2131,915,2,38,36
2131,920,13,51,38
2132,920,17,54,37
2131,926,2,36,34
2133,937,1,39,38
2132,938,2,34,32
2133,938,2,68,66
2134,938,1,52,51
2133,944,7,63,56
2133,945,3,58,55
2135,945,7,39,32
2134,946,4,37,33
2133,951,3,48,45
2135,951,6,48,42
2133,957,16,48,32
2134,957,13,82,69
2135,957,25,74,49
2134,963,6,45,39
2135,963,6,67,61
2134,964,5,39,34
2135,964,6,61,55
2135,968,3,34,31
2136,970,9,67,58
2136,975,13,64,51
2136,976,2,57,55
2136,981,17,64,47
2137,983,5,37,32
2137,988,7,48,41
2137,993,2,42,40
2137,994,2,69,67
2137,995,7,59,52
2137,999,7,40,33
2139,1007,3,39,36
2139,1025,10,41,31
2138,1026,4,37,33
2139,1026,12,75,63
2140,1026,10,52,42
2139,1027,7,46,39
2140,1032,3,52,49
2140,1039,3,63,60
2140,1051,5,51,46
2140,1052,6,39,33
2141,1064,14,68,54
2142,1064,11,48,37
2141,1070,9,47,38
2140,1075,3,41,38
2141,1076,4,123,119
2142,1076,2,92,90
2141,1077,7,124,117
2142,1077,7,96,89
2141,1078,6,66,60
2142,1078,6,52,46
2142,1082,3,56,53
2141,1084,2,46,44
2142,1084,10,48,38
2141,1089,6,58,52
2142,1089,2,61,59
2141,1090,5,62,57
2142,1090,2,60,58
2142,1094,1,33,32
2142,1095,1,79,78
2142,1096,14,87,73
2142,1097,3,48,45
2142,1102,2,62,60
2142,1103,2,63,61
2141,1108,10,61,51
2141,1109,9,65,56
2143,1109,6,39,33
2143,1114,3,39,36
2141,1115,3,58,55
2142,1116,15,69,54
2142,1126,3,50,47
2141,1127,7,58,51
2142,1127,11,105,94
2143,1127,3,77,74
2142,1128,1,78,77
2143,1128,20,104,84
2143,1129,3,63,60
2143,1133,7,73,66
2142,1134,3,67,64
2143,1134,19,84,65
2143,1139,10,45,35
2143,1140,11,76,65
2142,1141,2,52,50
2143,1141,16,74,58
2143,1145,7,75,68
2143,1146,21,103,82
2143,1147,21,91,70
2143,1148,5,67,62
2142,1151,4,38,34
2143,1152,5,58,53
2141,1153,10,44,34
2143,1153,7,77,70
2143,1154,9,73,64
2142,1158,20,69,49
2142,1159,28,107,79
2143,1160,4,108,104
2144,1160,8,47,39
2142,1161,20,65,45
2143,1161,37,84,47
2143,1164,4,58,54
2144,1165,2,42,40
2142,1166,12,93,81
2143,1166,16,116,100
2144,1166,7,52,45
2144,1167,13,53,40
2143,1171,12,58,46
2142,1172,7,52,45
2143,1172,8,85,77
2142,1173,9,45,36
2143,1173,6,73,67
2142,1178,1,74,73
2143,1178,1,99,98
2142,1179,7,77,70
2143,1179,8,98,90
2143,1184,15,54,39
2143,1185,6,79,73
2143,1192,1,45,44
2142,1196,5,52,47
2142,1197,10,89,79
2142,1198,15,93,78
2142,1199,19,77,58
2143,1202,3,53,50
2143,1203,14,96,82
2142,1204,6,76,70
2143,1204,31,104,73
2143,1205,8,70,62
2142,1209,10,55,45
2143,1209,4,62,58
2142,1211,4,78,74
2142,1212,10,46,36
2143,1216,2,60,58
2142,1217,6,77,71
2143,1217,1,59,58
2143,1223,11,58,47
2142,1224,2,48,46
2141,1228,3,52,49
2142,1228,22,94,72
2142,1229,25,133,108
2142,1230,9,105,96
2141,1231,11,43,32
2141,1234,5,58,53
2142,1234,7,69,62
2142,1235,1,111,110
2143,1235,4,52,48
2141,1236,1,80,79
2142,1236,6,111,105
2143,1236,8,52,44
2141,1237,4,58,54
2142,1237,5,69,64
2141,1240,9,87,78
2141,1241,2,97,95
2142,1241,6,78,72
2143,1241,9,52,43
2142,1242,2,84,82
2141,1243,7,101,94
2141,1244,9,57,48
2141,1247,1,113,112
2142,1247,3,84,81
2143,1248,12,60,48
2142,1255,4,68,64
2143,1255,9,54,45
2141,1256,18,68,50
2142,1256,7,60,53
2141,1262,14,78,64
2142,1262,3,67,64
2141,1268,2,81,79
2140,1272,11,64,53
2140,1273,6,84,78
2140,1274,4,88,84
2141,1274,19,123,104
2142,1274,10,75,65
2140,1275,5,53,48
2141,1275,18,81,63
2142,1275,8,49,41
2140,1278,8,43,35
2141,1278,10,52,42
2141,1279,13,97,84
2142,1279,4,47,43
2140,1280,1,74,73
2141,1280,2,94,92
2142,1280,1,53,52
2140,1281,1,47,46
2141,1281,1,62,61
2142,1281,1,36,35
