X,Y,Subtracted,Original 1,Original 2
1792,834,17,63,46
1790,835,1,53,52
1792,835,14,125,111
1793,835,4,64,60
1792,836,7,115,108
1792,837,4,45,41
1792,841,12,56,44
1793,841,9,51,42
1792,842,4,153,149
1793,842,1,119,118
1792,848,25,64,39
1793,848,7,45,38
1792,849,6,124,118
1792,850,9,105,96
1793,851,1,32,31
1794,855,6,55,49
1794,856,30,121,91
1793,857,10,110,100
1794,862,21,89,68
1793,863,23,97,74
1795,864,6,94,88
1793,869,6,57,51
1794,869,5,79,74
1795,869,1,97,96
1796,869,2,51,49
1793,871,10,97,87
1794,871,6,179,173
1794,872,30,78,48
1794,876,16,93,77
1794,877,26,167,141
1795,877,10,136,126
1795,878,2,168,166
1794,883,23,97,74
1795,883,3,91,88
1796,883,6,104,98
1794,884,9,98,89
1797,884,16,131,115
1794,885,4,100,96
1797,885,4,92,88
1796,890,13,91,78
1795,891,5,95,90
1795,892,7,93,86
1797,897,11,85,74
1795,898,2,101,99
1796,898,11,137,126
1795,899,15,87,72
1797,899,16,151,135
1797,900,28,103,75
1796,904,13,52,39
1796,905,11,94,83
1798,905,5,160,155
1798,906,10,137,127
1797,907,30,91,61
1796,911,6,63,57
1798,911,10,82,72
1796,912,14,83,69
1798,912,11,156,145
1799,912,1,83,82
1797,913,12,161,149
1798,913,1,183,182
1799,913,14,149,135
1796,919,2,49,47
1797,920,24,69,45
1798,920,18,101,83
1800,920,5,73,68
1799,925,1,77,76
1797,926,16,65,49
1800,926,4,77,73
1797,927,19,91,72
1798,928,8,45,37
1799,928,7,70,63
1798,933,1,66,65
1800,933,17,95,78
1801,933,11,56,45
1800,934,12,112,100
1801,934,7,64,57
1800,935,1,57,56
1800,940,27,119,92
1800,941,3,169,166
1799,942,8,81,73
1800,942,32,98,66
1801,942,23,56,33
1799,947,1,87,86
1800,947,2,92,90
1802,947,7,57,50
1799,948,9,103,94
1800,948,11,115,104
1799,949,13,66,53
1800,949,10,69,59
1799,954,31,62,31
1800,954,11,76,65
1801,954,21,88,67
1799,955,31,77,46
1800,961,4,75,71
1802,961,14,78,64
1801,962,28,163,135
1802,962,4,115,111
1803,962,13,56,43
1801,963,1,89,88
1802,963,39,119,80
1802,968,5,89,84
1800,969,11,73,62
1801,969,6,156,150
1802,969,6,173,167
1803,969,8,102,94
1800,970,2,83,81
1801,970,12,143,131
1803,970,9,70,61
1801,971,1,48,47
1802,975,11,72,61
1801,977,1,104,103
1803,977,17,120,103
1802,978,1,67,66
1803,982,9,63,54
1802,983,23,124,101
1803,983,11,97,86
1804,983,10,68,58
1801,984,16,89,73
1803,984,10,128,118
1804,984,9,78,69
1801,985,1,41,40
1802,985,6,50,44
1804,985,10,52,42
1803,989,3,53,50
1801,990,25,58,33
1802,990,1,75,74
1803,990,15,100,85
1801,991,19,75,56
1802,992,17,88,71
1802,997,3,82,79
1804,997,10,83,73
1805,998,8,98,90
1804,999,7,112,105
1805,999,4,73,69
1803,1004,2,95,93
1804,1004,5,59,54
1802,1005,8,91,83
1804,1005,10,194,184
1803,1006,28,135,107
1805,1006,17,78,61
1803,1012,2,87,85
1804,1012,9,77,68
1805,1012,4,89,85
1804,1014,4,55,51
1805,1014,3,80,77
1805,1018,16,53,37
1804,1019,20,72,52
1805,1019,12,105,93
1804,1020,13,83,70
1805,1020,2,118,116
1804,1027,7,107,100
1806,1027,3,89,86
1804,1028,14,88,74
1805,1028,1,92,91
1806,1028,10,74,64
1805,1029,9,43,34
1805,1033,8,81,73
1804,1034,19,84,65
1806,1034,7,102,95
1805,1035,19,107,88
1804,1041,10,80,70
1806,1041,9,147,138
1804,1042,24,92,68
1806,1042,22,157,135
1804,1043,13,46,33
1806,1043,17,81,64
1805,1048,9,63,54
1805,1049,2,85,83
1807,1049,11,86,75
1807,1050,22,63,41
1807,1055,3,75,72
1805,1056,22,74,52
1807,1056,2,112,110
1808,1056,5,83,78
1805,1057,19,70,51
1807,1057,1,114,113
1806,1062,5,153,148
1807,1062,4,117,113
1808,1062,12,68,56
1806,1063,8,222,214
1807,1063,4,174,170
1808,1064,12,147,135
1808,1065,7,86,79
1807,1069,4,46,42
1808,1070,5,39,34
1806,1071,4,42,38
1807,1071,7,57,50
1808,1071,9,60,51
1807,1072,5,36,31
1808,1084,3,47,44
1807,1085,3,62,59
1807,1092,20,65,45
1807,1093,16,66,50
1807,1099,7,39,32
1808,1100,2,73,71
1809,1100,1,62,61
1808,1106,14,64,50
1809,1106,11,45,34
1808,1114,7,66,59
1809,1114,3,72,69
1810,1114,2,46,44
1808,1115,8,54,46
1809,1115,3,58,55
1810,1115,2,35,33
1808,1122,9,55,46
1809,1122,3,82,79
1808,1129,2,43,41
1808,1136,5,48,43
1809,1136,11,73,62
1810,1136,14,70,56
1809,1137,11,56,45
1810,1137,14,59,45
1810,1142,15,52,37
1809,1151,6,64,58
1810,1151,9,81,72
1809,1157,9,41,32
1809,1158,9,45,36
1811,1164,7,44,37
1810,1165,4,79,75
1811,1165,14,76,62
1810,1166,9,59,50
1811,1166,22,60,38
1811,1171,9,67,58
1812,1171,11,49,38
1811,1172,6,106,100
1812,1172,3,69,66
1810,1179,8,71,63
1811,1179,11,83,72
1809,1180,14,50,36
1810,1180,8,81,73
1811,1180,7,92,85
1810,1186,4,68,64
1812,1186,5,65,60
1810,1187,8,72,64
1811,1187,2,88,86
1812,1187,5,64,59
1811,1188,2,42,40
1810,1194,9,65,56
1811,1194,2,90,88
1810,1195,13,46,33
1811,1195,6,63,57
1811,1200,9,55,46
1812,1200,5,55,50
1810,1201,5,41,36
1811,1201,2,92,90
1811,1202,3,69,66
1811,1207,9,67,58
1812,1207,13,67,54
1811,1209,1,67,66
1812,1209,1,63,62
1812,1215,1,83,82
1810,1216,5,37,32
1811,1216,8,81,73
1811,1217,5,43,38
1812,1222,3,50,47
1812,1223,2,77,75
1811,1229,17,52,35
1812,1229,11,55,44
