X,Y,Subtracted,Original 1,Original 2
1792,835,8,59,51
1790,836,3,57,54
1792,836,35,97,62
1793,836,11,46,35
1792,837,21,57,36
1791,842,28,73,45
1793,842,3,47,44
1791,843,38,93,55
1792,843,81,198,117
1793,843,70,139,69
1794,850,15,56,41
1793,857,12,101,89
1794,857,31,128,97
1795,857,26,79,53
1795,863,23,103,80
1795,864,67,137,70
1795,865,19,50,31
1795,869,27,81,54
1795,870,38,155,117
1796,870,76,135,59
1796,871,39,118,79
1795,872,7,58,51
1794,877,6,58,52
1795,877,23,131,108
1796,877,82,149,67
1796,878,50,138,88
1796,879,6,67,61
1796,884,13,134,121
1797,884,94,141,47
1797,885,74,174,100
1798,891,83,131,48
1797,892,73,224,151
1798,892,99,160,61
1796,893,1,39,38
1797,893,3,76,73
1798,897,4,51,47
1798,899,92,165,73
1797,900,11,57,46
1799,905,27,104,77
1798,906,6,134,128
1799,906,119,180,61
1799,912,81,127,46
1800,919,48,94,46
1800,920,33,98,65
1799,921,10,72,62
1800,921,32,66,34
1800,926,10,63,53
1800,927,72,159,87
1801,934,56,107,51
1801,935,32,66,34
1801,941,20,110,90
1802,941,91,133,42
1801,942,13,49,36
1802,947,20,51,31
1802,948,43,107,64
1802,949,60,106,46
1802,955,13,73,60
1802,956,4,68,64
1803,962,86,131,45
1803,963,61,118,57
1804,977,79,138,59
1805,991,39,103,64
1805,992,33,71,38
1805,999,13,90,77
1806,1005,18,52,34
1806,1006,28,74,46
1806,1013,1,47,46
1807,1027,1,63,62
1808,1042,33,75,42
1809,1063,17,92,75
1809,1064,2,84,82
