X,Y,Subtracted,Original 1,Original 2
2131,918,7,54,47
2132,918,6,54,48
2132,936,11,62,51
2132,937,9,54,45
2133,942,2,54,52
2134,942,12,63,51
2133,943,3,70,67
2134,943,15,82,67
2133,944,11,44,33
2134,944,11,48,37
2135,949,1,39,38
2134,950,1,33,32
2135,954,3,37,34
2134,955,20,77,57
2135,955,12,90,78
2134,956,19,51,32
2135,956,8,59,51
2134,961,5,54,49
2135,961,4,86,82
2134,962,1,52,51
2135,962,1,90,89
2136,962,7,45,38
2135,967,2,35,33
2136,967,16,53,37
2134,968,3,40,37
2135,968,3,107,104
2136,968,29,73,44
2136,973,5,43,38
2136,980,3,78,75
2137,980,6,54,48
2137,992,1,67,66
2138,992,3,53,50
2137,1005,8,52,44
2138,1005,4,61,57
2137,1006,12,43,31
2138,1006,7,45,38
2138,1011,6,37,31
2140,1024,3,48,45
2139,1025,1,39,38
2139,1029,6,44,38
2139,1030,20,77,57
2140,1030,18,62,44
2139,1037,1,57,56
2140,1048,2,37,35
2139,1049,5,46,41
2140,1049,1,65,64
2141,1062,1,51,50
2141,1073,6,49,43
2142,1073,5,40,35
2141,1074,11,104,93
2142,1074,14,83,69
2141,1075,4,115,111
2142,1075,13,92,79
2142,1076,10,60,50
2141,1080,8,59,51
2140,1081,5,38,33
2141,1081,2,82,80
2140,1082,6,37,31
2141,1089,8,41,33
2141,1094,10,142,132
2141,1095,79,139,60
2141,1100,9,87,78
2142,1100,10,95,85
2143,1100,1,37,36
2141,1101,2,79,77
2142,1101,3,89,86
2141,1113,2,51,49
2142,1113,3,75,72
2143,1113,5,50,45
2142,1114,10,52,42
2143,1114,11,49,38
2142,1118,2,46,44
2141,1120,1,45,44
2141,1124,2,34,32
2141,1125,3,62,59
2142,1125,1,84,83
2141,1126,2,53,51
2142,1126,2,89,87
2143,1126,1,88,87
2142,1127,3,71,68
2143,1127,1,91,90
2141,1132,5,40,35
2142,1132,1,77,76
2141,1133,5,43,38
2142,1133,5,80,75
2143,1133,4,85,81
2142,1134,3,46,43
2143,1134,7,41,34
2143,1138,6,65,59
2143,1139,3,64,61
2142,1144,1,93,92
2143,1145,21,93,72
2143,1146,5,62,57
2142,1150,25,89,64
2143,1150,9,55,46
2143,1151,3,88,85
2142,1152,13,94,81
2143,1152,15,109,94
2142,1153,1,58,57
2143,1153,2,59,57
2142,1156,11,52,41
2143,1156,13,44,31
2141,1157,2,34,32
2142,1157,3,86,83
2143,1157,4,90,86
2142,1164,4,77,73
2142,1170,2,77,75
2142,1171,15,93,78
2142,1172,19,63,44
2143,1178,3,55,52
2143,1182,11,47,36
2141,1183,14,54,40
2143,1183,18,104,86
2143,1184,12,91,79
2143,1185,2,48,46
2142,1189,6,60,54
2143,1189,22,68,46
2142,1190,5,56,51
2143,1190,15,62,47
2142,1191,3,35,32
2143,1195,13,72,59
2143,1196,12,89,77
2143,1197,8,64,56
2142,1201,1,69,68
2143,1202,11,111,100
2143,1203,9,92,83
2142,1207,5,59,54
2141,1209,2,40,38
2143,1209,1,68,67
2143,1210,5,36,31
2141,1215,16,52,36
2143,1215,2,41,39
2142,1220,7,66,59
2143,1221,7,66,59
2143,1222,10,54,44
2142,1226,4,73,69
2142,1229,4,73,69
2143,1233,7,60,53
2141,1234,15,113,98
2143,1234,18,59,41
2141,1235,9,108,99
2141,1239,25,112,87
2143,1239,7,38,31
2141,1240,2,112,110
2142,1240,6,98,92
2143,1240,9,73,64
2143,1241,1,46,45
2140,1247,3,34,31
2141,1247,2,112,110
2142,1247,2,98,96
2143,1247,1,73,72
2141,1252,5,84,79
2142,1252,1,78,77
2141,1253,16,101,85
2142,1253,12,93,81
2141,1254,13,76,63
2142,1254,10,72,62
2141,1260,4,91,87
2142,1260,5,80,75
2143,1260,1,35,34
2141,1261,6,52,46
2142,1261,7,41,34
2140,1265,6,61,55
2141,1265,18,97,79
2141,1266,9,125,116
2141,1270,7,58,51
2140,1271,25,83,58
2141,1271,54,129,75
2142,1271,24,63,39
2140,1272,17,97,80
2141,1272,18,122,104
2142,1272,15,76,61
2140,1273,15,65,50
2141,1273,6,77,71
2142,1273,19,52,33
2140,1277,19,66,47
2142,1277,1,39,38
2140,1278,1,83,82
2142,1278,5,52,47
2140,1279,7,84,77
2141,1279,11,84,73
