X,Y,Subtracted,Original 1,Original 2
1815,1262,1,1,0
1789,832,3,4,1
1797,832,1,1,0
1798,832,2,2,0
1793,833,6,8,2
1794,833,6,10,4
1795,833,1,8,7
1784,834,4,5,1
1794,834,1,1,0
1795,834,1,4,3
1796,834,1,3,2
1787,835,4,5,1
1787,836,3,8,5
1788,836,4,4,0
1789,836,3,9,6
1790,836,1,52,51
1789,837,1,3,2
1790,837,7,41,34
1791,837,11,83,72
1792,837,4,81,77
1793,837,1,43,42
1794,837,1,7,6
1784,838,1,1,0
1785,838,1,3,2
1790,838,6,9,3
1791,838,10,22,12
1792,838,9,34,25
1793,838,3,11,8
1796,838,3,3,0
1788,839,2,2,0
1789,839,2,8,6
1790,839,1,5,4
1795,839,5,10,5
1796,839,4,9,5
1799,839,1,2,1
1785,840,1,1,0
1786,840,2,2,0
1792,840,6,6,0
1795,841,1,1,0
1796,841,8,11,3
1797,841,6,8,2
1784,842,1,1,0
1787,842,2,3,1
1796,842,1,1,0
1797,842,1,7,6
1784,843,8,8,0
1787,843,2,2,0
1789,843,2,4,2
1790,843,5,31,26
1784,844,5,6,1
1787,844,4,4,0
1789,844,1,1,0
1790,844,21,24,3
1792,844,3,80,77
1795,844,4,8,4
1796,844,7,7,0
1797,844,4,4,0
1787,845,6,6,0
1792,845,3,9,6
1795,845,2,2,0
1796,845,4,4,0
1797,845,1,1,0
1798,845,1,1,0
1799,845,3,3,0
1786,846,2,3,1
1784,847,3,3,0
1785,847,6,6,0
1786,847,2,2,0
1789,847,1,4,3
1790,847,1,8,7
1791,847,6,6,0
1792,847,1,1,0
1795,847,4,7,3
1796,847,1,4,3
1784,848,7,7,0
1788,848,5,5,0
1789,848,3,3,0
1784,849,4,4,0
1792,849,7,25,18
1793,849,6,37,31
1794,849,6,20,14
1797,849,4,4,0
1798,849,2,2,0
1799,849,1,1,0
1784,850,1,1,0
1787,850,2,3,1
1791,850,2,29,27
1786,851,2,5,3
1787,851,4,4,0
1791,851,5,28,23
1792,851,8,66,58
1793,851,6,72,66
1794,851,5,43,38
1795,851,2,4,2
1787,852,3,3,0
1791,852,6,12,6
1792,852,7,14,7
1793,852,6,14,8
1794,852,1,1,0
1787,853,2,2,0
1784,854,1,1,0
1787,854,3,3,0
1788,854,1,3,2
1792,854,3,3,0
1793,854,7,8,1
1794,854,2,2,0
1795,854,2,2,0
1796,854,5,9,4
1799,854,1,1,0
1787,855,2,3,1
1788,855,1,1,0
1791,855,2,5,3
1792,856,1,2,1
1793,856,1,42,41
1798,856,2,2,0
1799,856,4,5,1
1792,857,5,62,57
1793,857,5,101,96
1794,857,3,90,87
1795,857,2,35,33
1796,857,1,7,6
1798,857,1,2,1
1792,858,3,39,36
1793,858,3,76,73
1794,858,1,64,63
1792,861,1,1,0
1793,861,1,1,0
1795,861,2,2,0
1796,861,5,13,8
1797,861,1,2,1
1794,862,2,15,13
1797,863,1,4,3
1798,863,1,4,3
1795,864,12,84,72
1792,865,26,26,0
1793,865,9,84,75
1795,865,14,78,64
1796,865,16,16,0
1797,865,12,12,0
1798,865,3,9,6
1799,865,8,10,2
1794,866,2,9,7
1796,867,1,1,0
1798,867,9,10,1
1796,868,16,17,1
1797,868,7,7,0
1798,868,13,13,0
1792,870,2,7,5
1793,870,14,75,61
1794,870,17,76,59
1795,870,21,74,53
1799,870,11,13,2
1792,871,5,5,0
1793,871,3,125,122
1795,871,14,171,157
1796,871,3,55,52
1797,871,12,20,8
1795,872,15,95,80
1797,872,10,14,4
1799,872,3,5,2
1795,873,1,1,0
1797,874,2,2,0
1797,875,3,3,0
1794,876,9,9,0
1798,876,1,14,13
1794,877,8,59,51
1797,877,2,3,1
1794,878,8,89,81
1796,878,6,70,64
1799,878,5,10,5
1792,879,5,10,5
1794,879,6,56,50
1796,879,11,70,59
1799,879,7,7,0
1795,880,1,13,12
1793,881,2,2,0
1794,881,4,8,4
1795,881,9,11,2
1796,881,9,9,0
1797,881,3,3,0
1792,883,3,3,0
1796,883,1,1,0
1797,883,2,4,2
1798,883,2,3,1
1799,883,1,1,0
1793,884,2,2,0
1794,884,4,33,29
1795,884,2,76,74
1796,884,2,81,79
1797,884,3,43,40
1798,884,3,8,5
1793,886,8,11,3
1794,886,9,58,49
1795,886,3,105,102
1796,886,3,103,100
1797,886,9,53,44
1798,886,9,9,0
1793,887,1,1,0
1792,888,4,8,4
1793,888,3,3,0
1796,888,4,4,0
1799,888,7,7,0
1795,889,4,12,8
1796,889,1,2,1
1792,890,3,4,1
1795,890,11,23,12
1798,890,3,3,0
1794,891,8,55,47
1795,891,19,143,124
1797,891,5,101,96
1798,891,34,39,5
1794,892,9,40,31
1795,892,19,127,108
1797,892,3,109,106
1798,892,32,53,21
1793,893,3,6,3
1794,893,4,47,43
1795,893,13,128,115
1798,893,13,45,32
1795,894,6,23,17
1793,895,3,3,0
1796,895,3,7,4
1799,895,2,2,0
1793,897,10,10,0
1794,897,11,11,0
1795,897,1,2,1
1799,897,4,4,0
1797,898,7,77,70
1798,898,5,29,24
