X,Y,Subtracted,Original 1,Original 2
1094,1719,1,1,0
1786,832,1,1,0
1789,832,2,4,2
1790,833,1,1,0
1784,834,4,5,1
1791,834,4,5,1
1798,834,1,1,0
1787,835,4,5,1
1792,835,7,23,16
1793,835,7,7,0
1797,835,2,2,0
1798,835,3,3,0
1786,836,1,1,0
1787,836,4,8,4
1788,836,4,4,0
1789,836,1,9,8
1792,836,8,77,69
1793,836,12,42,30
1794,836,7,8,1
1797,836,3,3,0
1790,837,1,41,40
1791,837,4,83,79
1793,837,1,39,38
1797,837,2,2,0
1784,838,1,1,0
1785,838,2,3,1
1790,838,2,9,7
1791,838,4,22,18
1792,838,1,31,30
1796,838,1,2,1
1788,839,2,2,0
1789,839,1,8,7
1792,839,7,7,0
1795,839,5,5,0
1796,839,5,5,0
1792,840,6,12,6
1799,840,2,2,0
1788,841,2,2,0
1789,841,3,3,0
1784,842,8,11,3
1788,842,2,2,0
1789,842,4,4,0
1792,842,18,67,49
1793,842,20,38,18
1794,842,9,9,0
1797,843,2,2,0
1798,843,5,5,0
1786,844,3,5,2
1787,844,4,9,5
1790,844,7,40,33
1791,844,11,92,81
1797,844,5,6,1
1798,844,1,1,0
1787,845,5,5,0
1790,845,2,4,2
1791,845,10,18,8
1792,845,4,4,0
1793,845,4,4,0
1794,845,8,8,0
1795,845,9,9,0
1796,845,3,3,0
1787,846,1,1,0
1799,846,7,12,5
1786,847,1,6,5
1787,847,1,1,0
1790,847,2,4,2
1791,847,1,4,3
1792,847,9,10,1
1795,847,1,1,0
1796,847,6,6,0
1784,849,2,2,0
1787,849,2,2,0
1790,849,2,4,2
1791,849,5,15,10
1797,849,2,7,5
1798,849,2,3,1
1799,849,2,3,1
1785,850,2,2,0
1786,850,3,6,3
1787,850,1,4,3
1795,850,1,7,6
1796,850,1,1,0
1797,850,1,2,1
1792,851,5,79,74
1793,851,4,74,70
1794,851,2,39,37
1784,852,1,1,0
1787,852,2,3,1
1788,852,1,1,0
1790,852,3,3,0
1791,852,4,12,8
1792,852,10,21,11
1793,852,7,23,16
1794,852,2,5,3
1788,853,2,5,3
1789,853,1,1,0
1793,853,1,1,0
1799,853,5,5,0
1796,854,2,10,8
1797,854,2,5,3
1799,854,1,1,0
1784,855,3,3,0
1788,855,3,3,0
1796,855,6,6,0
1797,855,1,1,0
1797,856,2,5,3
1798,856,3,3,0
1799,856,1,1,0
1792,857,7,47,40
1793,857,8,81,73
1794,857,8,66,58
1795,857,7,14,7
1795,858,3,14,11
1797,858,7,7,0
1798,858,6,9,3
1799,858,4,4,0
1792,859,10,10,0
1793,859,8,29,21
1794,859,3,17,14
1799,860,2,5,3
1795,861,3,3,0
1796,861,9,18,9
1797,861,10,10,0
1798,861,1,1,0
1799,861,11,11,0
1793,862,9,15,6
1794,862,9,9,0
1792,863,5,46,41
1793,863,2,82,80
1797,863,2,10,8
1798,863,6,8,2
1793,865,2,85,83
1794,865,13,102,89
1795,865,11,61,50
1796,865,1,15,14
1799,865,2,7,5
1793,866,2,9,7
1794,866,13,24,11
1795,866,11,12,1
1797,867,3,5,2
1798,867,3,4,1
1792,868,3,20,17
1797,868,4,8,4
1798,868,3,6,3
1793,869,4,4,0
1794,869,8,8,0
1795,869,2,2,0
1793,870,6,50,44
1794,870,15,85,70
1795,870,13,68,55
1796,870,3,25,22
1799,870,1,10,9
1792,871,5,32,27
1797,871,1,1,0
1796,872,5,12,7
1797,872,7,7,0
1792,873,2,4,2
1794,873,2,10,8
1796,873,4,25,21
1798,873,1,17,16
1796,874,3,11,8
1795,875,8,15,7
1799,875,5,5,0
1796,876,3,10,7
1796,877,1,40,39
1797,877,1,7,6
1793,878,12,70,58
1794,878,15,100,85
1795,878,3,153,150
1797,878,3,18,15
1793,879,25,35,10
1794,879,31,90,59
1795,879,8,78,70
1798,879,6,9,3
1794,880,7,10,3
1799,880,3,5,2
1792,881,1,7,6
