X,Y,Subtracted,Original 1,Original 2
2727,1743,2,2,0
1784,832,1,1,0
1787,832,4,4,0
1788,832,5,5,0
1798,832,1,5,4
1784,833,4,4,0
1790,833,1,3,2
1791,833,6,6,0
1793,833,1,4,3
1794,833,3,11,8
1785,834,4,4,0
1786,834,7,7,0
1787,834,5,6,1
1788,834,4,4,0
1789,834,2,2,0
1790,834,3,3,0
1791,834,2,4,2
1797,834,3,3,0
1798,834,2,10,8
1786,835,1,1,0
1789,835,2,2,0
1790,835,2,23,21
1798,835,5,7,2
1799,835,2,3,1
1784,836,2,2,0
1785,836,5,5,0
1789,836,16,28,12
1790,836,26,90,64
1791,836,16,140,124
1795,836,1,11,10
1799,836,4,4,0
1784,837,3,5,2
1785,837,10,10,0
1786,837,9,10,1
1787,837,1,2,1
1788,837,4,4,0
1789,837,32,35,3
1790,837,37,90,53
1791,837,26,134,108
1795,837,8,9,1
1796,837,4,7,3
1789,838,2,2,0
1790,838,1,13,12
1798,838,1,5,4
1784,839,5,5,0
1785,839,3,3,0
1786,839,2,3,1
1787,839,2,5,3
1788,839,5,7,2
1789,839,4,4,0
1794,839,6,8,2
1798,839,4,9,5
1785,840,1,1,0
1790,840,3,3,0
1791,840,7,7,0
1793,840,9,9,0
1794,840,7,7,0
1795,840,4,4,0
1796,840,6,6,0
1797,840,1,1,0
1799,840,2,2,0
1784,841,1,1,0
1787,841,3,4,1
1788,841,7,7,0
1792,841,2,2,0
1797,841,2,2,0
1798,841,2,2,0
1784,842,4,4,0
1787,842,5,5,0
1790,842,19,22,3
1795,842,5,5,0
1798,842,6,6,0
1784,843,1,1,0
1786,843,5,6,1
1787,843,3,3,0
1789,843,1,1,0
1790,843,72,82,10
1791,843,78,172,94
1795,843,10,10,0
1798,843,10,10,0
1786,844,3,3,0
1787,844,3,3,0
1789,844,11,12,1
1790,844,99,100,1
1791,844,120,194,74
1792,844,1,105,104
1798,844,12,12,0
1784,845,1,4,3
1790,845,32,32,0
1791,845,50,73,23
1792,845,44,46,2
1795,845,3,3,0
1796,845,1,1,0
1798,845,3,5,2
1784,846,5,7,2
1792,846,12,12,0
1795,846,4,4,0
1796,846,5,5,0
1787,847,6,6,0
1788,847,5,5,0
1790,847,4,6,2
1791,847,3,7,4
1793,847,3,3,0
1799,847,4,11,7
1785,848,6,6,0
1786,848,11,11,0
1787,848,4,4,0
1788,848,1,1,0
1789,848,6,6,0
1790,848,3,3,0
1792,848,1,1,0
1795,848,9,9,0
1784,849,3,3,0
1786,849,1,1,0
1790,849,26,26,0
1791,849,63,63,0
