X,Y,Subtracted,Original 1,Original 2
209,2244,1,1,0
1798,832,1,10,9
1787,833,6,6,0
1788,833,6,6,0
1792,833,3,7,4
1795,833,10,11,1
1798,833,2,2,0
1786,834,1,2,1
1787,834,7,9,2
1788,834,2,2,0
1792,834,1,1,0
1795,834,10,11,1
1796,834,1,1,0
1784,835,3,6,3
1786,835,1,1,0
1787,835,5,6,1
1795,835,6,6,0
1798,835,1,1,0
1784,836,1,1,0
1788,836,2,2,0
1789,836,9,17,8
1790,836,13,73,60
1791,836,16,134,118
1795,836,8,8,0
1798,836,1,1,0
1789,837,14,20,6
1790,837,24,77,53
1791,837,27,132,105
1795,837,1,1,0
1798,837,5,5,0
1789,838,7,7,0
1790,838,20,33,13
1791,838,21,56,35
1797,838,2,2,0
1798,838,7,7,0
1785,839,1,1,0
1786,839,1,1,0
1789,839,5,8,3
1790,839,7,7,0
1794,839,6,7,1
1798,839,3,3,0
1785,840,9,9,0
1786,840,1,1,0
1791,840,11,11,0
1793,840,1,5,4
1794,840,4,8,4
1795,840,7,7,0
1796,840,2,2,0
1785,841,1,1,0
1788,841,9,11,2
1789,841,2,2,0
1790,842,9,13,4
1786,843,6,6,0
1787,843,2,2,0
1789,843,1,1,0
1790,843,60,73,13
1791,843,81,169,88
1795,843,3,3,0
1796,843,6,6,0
1786,844,5,5,0
1787,844,3,3,0
1789,844,15,15,0
1790,844,87,94,7
1791,844,122,193,71
1792,844,14,120,106
1796,844,5,5,0
1784,845,2,2,0
1785,845,1,2,1
1789,845,2,2,0
1790,845,27,27,0
1791,845,52,74,22
1792,845,46,49,3
1796,845,5,5,0
1784,846,5,5,0
1785,846,5,5,0
1792,846,10,10,0
1796,846,3,3,0
1785,847,5,5,0
1786,847,2,2,0
1788,847,6,6,0
1789,847,1,3,2
1791,847,8,8,0
1798,847,2,2,0
1799,847,7,7,0
1785,848,6,6,0
1786,848,2,2,0
1788,848,1,1,0
1789,848,1,1,0
1792,848,8,8,0
1795,848,5,6,1
1784,849,2,2,0
1785,849,3,3,0
1790,849,19,19,0
1791,849,67,67,0
1792,849,28,45,17
1799,849,5,5,0
1784,850,7,7,0
1787,850,6,6,0
1790,850,27,27,0
1791,850,109,109,0
1792,850,22,103,81
1799,850,1,1,0
1784,851,2,2,0
1787,851,11,11,0
1788,851,6,6,0
1790,851,10,10,0
1791,851,77,77,0
1792,851,43,102,59
1785,852,1,1,0
1787,852,3,3,0
1788,852,8,8,0
1791,852,19,19,0
1792,852,36,36,0
1793,852,1,18,17
1798,852,1,1,0
1799,852,3,3,0
1784,853,1,1,0
1785,853,7,7,0
1788,853,4,4,0
1789,853,5,5,0
1785,854,6,6,0
1788,854,1,1,0
1789,854,2,2,0
1791,854,1,1,0
1793,854,1,3,2
1794,854,5,5,0
1795,854,5,5,0
1797,854,2,2,0
1785,855,2,2,0
1788,855,3,3,0
1791,855,10,10,0
1797,855,1,4,3
1798,855,1,2,1
1786,856,4,4,0
1787,856,6,6,0
1790,856,13,13,0
1791,856,48,48,0
1792,856,66,71,5
1793,856,10,34,24
1797,856,5,5,0
1786,857,3,3,0
1787,857,7,7,0
1790,857,17,17,0
1791,857,47,47,0
1792,857,142,142,0
1793,857,3,92,89
1799,857,7,7,0
1784,858,1,1,0
1787,858,5,5,0
1788,858,2,2,0
1790,858,12,12,0
1791,858,31,31,0
1792,858,87,88,1
1799,858,1,1,0
1784,859,4,4,0
1791,859,8,8,0
1796,859,6,6,0
1784,860,4,4,0
1792,860,1,1,0
1793,860,2,2,0
1794,860,2,2,0
1796,860,1,1,0
1798,860,2,2,0
1784,861,2,2,0
1788,861,3,3,0
1789,861,4,4,0
1790,861,4,4,0
1791,861,4,4,0
1784,862,1,1,0
1785,862,1,1,0
1788,862,1,1,0
1789,862,4,4,0
1790,862,5,5,0
1791,862,6,6,0
1793,862,6,6,0
1794,862,2,2,0
1784,863,1,1,0
1785,863,3,3,0
1786,863,2,2,0
1792,863,75,75,0
1793,863,63,63,0
1797,863,2,4,2
1798,863,6,6,0
1784,864,3,3,0
1785,864,2,2,0
1786,864,1,1,0
1787,864,6,6,0
1788,864,1,1,0
1790,864,19,19,0
1791,864,82,82,0
1792,864,122,122,0
1793,864,136,162,26
1798,864,13,13,0
1803,864,1,1,0
1804,864,1,1,0
1805,864,1,1,0
1806,864,1,1,0
1807,864,1,1,0
1784,865,2,2,0
1785,865,2,2,0
1787,865,2,2,0
1788,865,4,4,0
1790,865,11,11,0
1791,865,52,52,0
1792,865,106,115,9
1793,865,129,146,17
1797,865,1,1,0
1803,865,1,1,0
1804,865,1,1,0
1805,865,1,1,0
1806,865,1,1,0
1807,865,1,1,0
1785,866,3,3,0
1788,866,5,5,0
1789,866,2,2,0
1790,866,1,1,0
1791,866,16,16,0
1792,866,16,18,2
1793,866,41,41,0
1797,866,1,1,0
1799,866,7,7,0
1803,866,1,1,0
1804,866,1,1,0
1805,866,1,1,0
1806,866,1,1,0
1807,866,1,1,0
1785,867,5,5,0
1788,867,3,3,0
1789,867,4,4,0
1791,867,1,1,0
1792,867,1,2,1
1793,867,5,5,0
1794,867,1,1,0
1796,867,10,10,0
1797,867,1,1,0
1803,867,1,1,0
1804,867,1,1,0
1805,867,1,1,0
1806,867,1,1,0
1807,867,1,1,0
1785,868,8,8,0
1786,868,3,3,0
1789,868,2,2,0
1791,868,1,1,0
1793,868,1,1,0
1797,868,6,6,0
1798,868,1,1,0
1803,868,1,1,0
1804,868,1,1,0
1805,868,1,1,0
1806,868,1,1,0
1807,868,1,1,0
1785,869,8,8,0
1786,869,3,3,0
1791,869,7,7,0
1794,869,4,4,0
1796,869,1,1,0
1798,869,1,1,0
1799,869,1,1,0
1803,869,1,1,0
1804,869,1,1,0
1805,869,1,1,0
1806,869,1,1,0
1807,869,1,1,0
1785,870,4,4,0
1788,870,5,5,0
1791,870,7,7,0
1792,870,92,92,0
1793,870,82,91,9
1794,870,87,95,8
1798,870,1,1,0
1803,870,1,1,0
1804,870,1,1,0
1805,870,1,1,0
1806,870,1,1,0
1807,870,1,1,0
1784,871,4,4,0
1785,871,1,1,0
1788,871,11,11,0
1791,871,2,2,0
1792,871,147,147,0
1793,871,156,156,0
1794,871,55,157,102
1803,871,1,1,0
1804,871,1,1,0
1805,871,1,1,0
1806,871,1,1,0
1807,871,1,1,0
1792,872,130,130,0
1793,872,178,185,7
1794,872,89,129,40
1798,872,21,21,0
1793,873,24,24,0
1795,873,9,10,1
1799,873,11,11,0
1793,874,18,18,0
1795,874,19,19,0
1792,875,5,5,0
1793,875,3,3,0
1798,875,19,19,0
1799,875,1,1,0
1795,876,18,18,0
1796,876,8,8,0
1792,877,78,78,0
1793,877,112,127,15
1794,877,78,78,0
1795,877,41,83,42
1792,878,92,92,0
1793,878,182,191,9
1794,878,128,128,0
1799,878,1,1,0
