X,Y,Subtracted,Original 1,Original 2
209,2244,1,1,0
336,544,2,3,1
337,544,1,1,0
338,544,1,2,1
339,544,1,4,3
336,546,1,5,4
337,546,1,6,5
338,546,1,5,4
337,547,1,6,5
341,548,1,3,2
342,548,1,6,5
343,548,1,2,1
342,549,1,5,4
341,550,1,5,4
342,550,1,3,2
341,551,1,6,5
342,551,1,7,6
1784,832,2,2,0
1785,832,3,3,0
1790,832,1,3,2
1793,832,1,3,2
1794,832,2,5,3
1786,833,1,1,0
1787,833,5,5,0
1788,833,7,7,0
1789,833,4,4,0
1794,833,1,5,4
1795,833,2,6,4
1796,833,2,4,2
387,834,1,1,0
388,834,1,1,0
1784,834,2,4,2
1791,834,7,8,1
1796,834,2,4,2
387,835,1,1,0
388,835,1,1,0
1784,835,8,8,0
1790,835,9,25,16
1791,835,16,64,48
1796,835,1,3,2
1799,835,2,4,2
386,836,1,1,0
387,836,2,2,0
388,836,2,2,0
389,836,1,1,0
1787,836,1,1,0
1789,836,5,6,1
1790,836,3,55,52
1791,836,1,109,108
1786,837,1,5,4
1787,837,1,5,4
1790,837,4,31,27
1791,837,5,69,64
1792,837,1,77,76
385,838,1,1,0
390,838,1,1,0
1784,838,1,1,0
1785,838,5,5,0
1791,838,6,6,0
1792,838,3,18,15
1793,838,2,6,4
1799,838,1,3,2
1785,839,1,2,1
1786,839,2,2,0
1788,839,3,3,0
1789,839,5,8,3
1793,839,1,1,0
1795,841,3,3,0
1796,841,5,8,3
1797,841,6,7,1
1787,842,4,5,1
1790,842,10,20,10
1792,842,3,77,74
1793,842,1,46,45
1784,843,3,3,0
1787,843,4,4,0
1790,843,13,37,24
1784,844,5,8,3
1787,844,2,2,0
1790,844,9,10,1
1787,845,6,6,0
1792,845,1,1,0
1793,845,1,1,0
1784,847,7,9,2
1785,847,7,7,0
1794,847,3,6,3
1795,847,2,6,4
1785,848,2,2,0
1786,848,3,3,0
1790,848,2,2,0
1791,848,5,5,0
1793,848,3,12,9
1794,848,6,9,3
1786,849,1,1,0
1787,849,1,1,0
