X,Y,Subtracted,Original 1,Original 2
1814,1263,1,2,1
1784,832,3,6,3
1785,832,2,7,5
1786,832,1,2,1
1793,832,3,5,2
1794,832,4,5,1
1799,832,2,2,0
1794,833,4,8,4
1795,833,6,9,3
1796,833,4,4,0
1791,834,1,3,2
1795,834,2,5,3
1796,834,4,6,2
1790,835,2,17,15
1791,835,2,53,51
1792,835,11,46,35
1793,835,3,13,10
1799,835,1,10,9
1789,836,1,1,0
1790,836,2,44,42
1791,836,3,95,92
1792,836,11,91,80
1793,836,3,43,40
1799,836,2,3,1
1791,837,1,57,56
1796,837,4,5,1
1797,837,2,3,1
1787,838,1,3,2
1796,838,1,1,0
1793,839,3,5,2
1794,839,4,11,7
1795,839,1,5,4
1784,840,7,7,0
1790,840,6,8,2
1793,840,5,9,4
1794,840,10,11,1
1795,840,6,6,0
1799,840,1,6,5
1786,841,2,4,2
1785,842,2,5,3
1786,842,1,4,3
1788,842,3,3,0
1791,842,1,54,53
1792,842,17,79,62
1793,842,16,47,31
1794,842,10,10,0
1785,843,7,9,2
1788,843,8,9,1
1791,843,9,90,81
1798,843,4,4,0
1799,843,1,1,0
1785,844,10,12,2
1788,844,6,6,0
1791,844,15,54,39
1792,844,33,62,29
1793,844,30,40,10
1794,844,14,14,0
1785,845,5,5,0
1788,845,1,11,10
1791,845,11,11,0
1798,845,1,1,0
1799,845,2,2,0
1787,846,2,2,0
1792,846,7,7,0
1793,846,7,7,0
1794,846,5,5,0
1799,846,1,6,5
1790,847,4,4,0
1795,847,1,6,5
1796,847,1,3,2
1797,847,1,1,0
1798,847,2,2,0
1799,847,4,4,0
1797,849,2,2,0
1798,849,1,1,0
1797,850,4,5,1
1784,853,1,1,0
1790,853,1,1,0
1791,853,1,2,1
1792,853,3,3,0
1799,853,4,14,10
1784,854,1,1,0
1785,854,1,1,0
1791,854,1,1,0
1792,854,1,5,4
1796,854,1,2,1
1799,854,6,12,6
1784,855,1,2,1
1785,855,1,1,0
1791,855,1,1,0
1799,855,1,1,0
1793,856,6,67,61
1794,856,16,79,63
1795,856,7,22,15
1798,856,1,11,10
1793,857,4,91,87
1794,857,9,98,89
1795,857,3,45,42
1797,857,1,3,2
1798,857,2,6,4
1793,858,1,45,44
1794,858,1,54,53
1798,858,2,3,1
1793,860,1,5,4
1794,860,1,1,0
1794,861,5,5,0
1795,861,1,1,0
1799,861,1,1,0
1792,862,3,3,0
1794,862,2,39,37
1795,862,7,24,17
1796,862,4,4,0
1799,862,3,6,3
1792,863,9,62,53
1795,863,8,78,70
1796,863,14,27,13
1797,863,1,1,0
1792,864,5,47,42
1794,864,9,115,106
1797,864,4,4,0
1794,865,6,67,61
1794,866,6,16,10
1799,866,2,3,1
1797,867,1,1,0
1792,868,4,7,3
1793,868,2,2,0
1797,868,4,4,0
1793,869,3,20,17
1794,869,17,42,25
1797,869,4,4,0
1794,870,14,119,105
1794,871,9,186,177
1793,872,2,34,32
1794,872,11,81,70
1795,872,8,72,64
1796,872,4,19,15
1792,874,4,7,3
1795,874,1,1,0
1792,875,3,7,4
1795,875,14,16,2
1799,875,4,4,0
1792,876,6,8,2
1795,876,12,23,11
1796,876,13,18,5
1792,877,1,1,0
1799,877,2,2,0
1799,878,2,5,3
1794,879,2,21,19
1796,879,3,60,57
1797,879,9,10,1
1793,880,3,4,1
1794,880,7,7,0
1795,880,3,3,0
1799,880,8,8,0
1794,881,2,4,2
1795,881,6,6,0
1796,881,8,8,0
1797,881,8,8,0
1792,882,8,8,0
1793,882,5,5,0
1798,882,3,3,0
1799,882,7,7,0
1793,883,3,3,0
