X,Y,Subtracted,Original 1,Original 2
2731,1743,2,2,0
1790,833,1,1,0
1784,834,2,3,1
1791,834,2,3,1
1795,834,5,6,1
1796,834,4,5,1
1787,835,5,6,1
1792,835,3,14,11
1793,835,4,5,1
1795,835,4,5,1
1796,835,4,8,4
1787,836,2,6,4
1788,836,1,1,0
1792,836,8,85,77
1793,836,6,49,43
1794,836,3,9,6
1799,836,1,5,4
1784,837,2,2,0
1790,837,3,43,40
1791,837,9,88,79
1792,837,9,78,69
1793,837,6,43,37
1794,837,1,6,5
1798,837,1,1,0
1799,837,2,2,0
1784,838,3,3,0
1785,838,2,3,1
1790,838,3,10,7
1791,838,6,24,18
1792,838,3,15,12
1793,838,2,4,2
1788,839,4,4,0
1789,839,2,9,7
1786,840,9,9,0
1787,840,11,11,0
1792,840,4,10,6
1793,840,1,3,2
1788,841,4,4,0
1784,842,5,5,0
1785,842,4,4,0
1788,842,11,11,0
1789,842,2,2,0
1793,842,8,39,31
1794,842,11,11,0
1799,842,3,3,0
1785,843,14,14,0
1786,843,1,2,1
1788,843,8,9,1
1791,843,7,106,99
1792,843,6,157,151
1797,843,1,1,0
1785,844,8,8,0
1788,844,4,4,0
1791,844,29,90,61
1792,844,7,98,91
1797,844,3,6,3
1798,844,1,1,0
1785,845,1,1,0
1788,845,10,10,0
1791,845,17,24,7
1792,845,4,5,1
1793,845,3,3,0
1794,845,5,5,0
1795,845,6,7,1
1796,845,1,3,2
1799,845,3,3,0
1784,846,6,6,0
1788,846,4,8,4
1786,847,1,3,2
1787,847,2,2,0
1790,847,1,4,3
1791,847,4,4,0
1792,847,9,11,2
1796,847,7,7,0
1797,847,5,5,0
1784,848,2,7,5
1793,848,3,10,7
1784,849,2,4,2
1790,849,1,4,3
1791,849,2,13,11
1793,849,8,33,25
1794,849,2,17,15
1797,849,1,1,0
1799,849,4,4,0
1784,850,1,1,0
1785,850,1,2,1
1791,850,1,29,28
1793,850,3,74,71
1793,851,1,73,72
1796,851,1,1,0
1797,851,1,1,0
1788,852,1,1,0
1792,852,3,22,19
1793,852,6,22,16
1797,852,3,3,0
1799,852,2,4,2
1787,853,1,2,1
1788,853,1,4,3
1796,853,2,2,0
1797,853,1,2,1
1799,853,1,3,2
1787,854,2,3,1
1788,854,2,3,1
1793,854,2,6,4
1799,854,1,2,1
1787,855,2,3,1
1788,855,1,1,0
1793,855,5,5,0
1794,855,2,2,0
1796,855,1,3,2
1799,855,8,8,0
1794,856,3,39,36
1795,856,4,6,2
1797,856,2,6,4
1798,856,2,8,6
1799,856,3,8,5
1792,857,1,55,54
1793,857,3,91,88
1794,857,4,76,72
1795,857,3,20,17
1792,858,3,50,47
1793,858,3,86,83
1794,858,4,74,70
1795,858,1,21,20
1799,858,1,4,3
1798,859,3,3,0
1799,859,6,9,3
1799,860,3,3,0
1792,861,1,1,0
1793,861,2,3,1
1793,862,1,10,9
1794,862,3,7,4
1795,863,1,18,17
1792,864,16,69,53
1793,864,3,124,121
1794,864,1,136,135
1795,864,13,72,59
1796,864,4,4,0
1799,864,3,3,0
1792,865,25,64,39
1796,865,4,11,7
1797,865,3,7,4
1792,866,1,1,0
1793,866,1,10,9
1798,867,1,3,2
1793,868,4,4,0
1794,868,1,1,0
1795,868,2,2,0
1798,868,1,4,3
1799,868,2,5,3
1792,870,4,4,0
1795,870,2,62,60
1796,870,9,25,16
1797,870,2,2,0
1799,870,1,5,4
1794,871,11,183,172
1795,871,30,151,121
1796,871,22,61,39
1799,871,4,4,0
1796,872,20,21,1
1794,873,5,8,3
1796,873,14,23,9
1796,874,1,1,0
1799,875,3,5,2
1792,876,6,12,6
1792,877,2,2,0
1793,877,7,28,21
