X,Y,Subtracted,Original 1,Original 2
1791,835,4,55,51
1792,836,8,85,77
1793,836,4,49,45
1792,837,3,78,75
1793,837,2,43,41
1792,842,9,80,71
1791,843,8,105,97
1792,843,24,171,147
1793,843,5,82,77
1791,844,9,71,62
1792,844,16,103,87
1793,844,13,54,41
1794,850,6,49,43
1794,851,6,40,34
1793,856,3,47,44
1793,857,1,95,94
1793,858,6,74,68
1794,858,6,62,56
1794,864,12,136,124
1793,865,7,87,80
1794,865,17,91,74
1793,870,4,51,47
1794,870,14,83,69
1794,871,4,187,183
1793,872,3,49,46
1794,872,13,56,43
1794,877,31,73,42
1796,877,20,58,38
1794,878,22,98,76
1796,878,18,76,58
1794,879,4,55,51
1796,879,1,80,79
1794,884,4,38,34
1797,884,8,49,41
1794,885,10,88,78
1797,885,15,93,78
1794,886,17,75,58
1795,886,1,104,103
1796,886,2,101,99
1797,886,22,71,49
1795,891,23,152,129
1796,891,3,100,97
1795,892,24,133,109
1796,892,16,106,90
1795,893,3,119,116
1796,893,6,115,109
1795,899,16,116,100
1796,899,4,173,169
1798,899,1,74,73
1796,907,5,47,42
1798,912,6,81,75
1796,913,3,81,78
1797,913,1,154,153
1796,914,8,73,65
1797,914,2,118,116
1798,919,14,78,64
1799,919,3,63,60
1798,928,3,75,72
1799,928,4,119,115
1800,928,10,50,40
1798,934,5,66,61
1799,934,6,108,102
1800,934,5,56,51
1800,935,11,72,61
1798,941,11,52,41
1799,941,1,88,87
1801,941,2,53,51
1798,942,13,65,52
1799,942,8,111,103
1800,942,5,90,85
1801,942,11,56,45
1800,950,4,55,51
1801,950,2,33,31
1801,955,2,62,60
1800,957,12,43,31
1800,962,5,45,40
1800,963,13,95,82
1801,963,3,90,87
1800,964,8,72,64
1801,964,4,72,68
1800,969,13,49,36
1802,969,2,63,61
1800,970,13,75,62
1802,970,5,109,104
1803,970,1,49,48
1800,971,1,37,36
1802,971,10,81,71
1803,971,9,45,36
1800,977,1,49,48
1801,977,7,120,113
1802,977,9,150,141
1801,978,18,72,54
1802,978,4,94,90
1801,984,9,46,37
1802,984,18,82,64
1804,984,4,37,33
1801,985,10,72,62
1802,985,10,126,116
1804,985,20,57,37
1802,991,18,62,44
1803,991,47,103,56
1801,992,3,35,32
1802,992,4,53,49
1803,992,21,110,89
1803,993,19,63,44
1802,998,9,42,33
1802,999,12,65,53
1803,1000,8,75,67
1803,1005,2,60,58
1802,1006,4,47,43
1803,1006,5,99,94
1803,1007,9,80,71
1803,1012,5,38,33
1804,1012,10,53,43
1803,1013,19,93,74
1804,1013,24,113,89
1805,1013,7,68,61
1803,1014,2,55,53
1804,1014,5,69,64
1805,1014,3,39,36
1804,1020,1,69,68
1804,1022,15,59,44
1805,1022,9,43,34
1804,1028,13,58,45
1806,1028,6,51,45
1805,1029,12,60,48
1804,1035,11,47,36
1805,1041,1,55,54
1806,1041,3,47,44
1805,1042,1,99,98
1805,1043,1,88,87
1806,1043,1,86,85
1805,1050,4,58,54
1806,1056,11,73,62
1805,1057,5,41,36
1806,1057,17,108,91
1807,1063,9,84,75
1806,1064,19,130,111
1807,1064,12,162,150
1808,1064,4,88,84
1806,1065,7,105,98
1808,1065,11,68,57
1806,1066,2,56,54
1807,1071,16,48,32
1807,1079,1,56,55
1807,1093,17,59,42
1808,1093,6,77,71
1809,1093,4,39,35
1807,1094,13,48,35
1808,1094,10,61,51
1808,1101,9,56,47
1808,1115,3,55,52
1809,1121,2,33,31
1809,1144,11,65,54
1810,1144,6,72,66
1810,1151,9,63,54
1809,1159,9,48,39
1810,1159,3,67,64
1809,1173,5,40,35
1810,1173,9,82,73
1811,1173,4,77,73
1810,1174,14,54,40
1811,1174,9,53,44
1811,1187,27,76,49
1810,1188,14,53,39
1811,1188,22,84,62
1812,1188,3,40,37
1811,1189,11,46,35
1810,1194,3,34,31
1811,1194,2,42,40
1811,1201,2,42,40
1810,1202,10,41,31
1811,1203,6,40,34
1812,1231,17,49,32
