X,Y,Subtracted,Original 1,Original 2
1790,836,2,71,69
1790,837,12,69,57
1791,837,1,112,111
1791,838,7,46,39
1792,842,3,68,65
1791,843,13,164,151
1790,844,27,89,62
1791,844,58,188,130
1792,844,14,146,132
1791,850,68,109,41
1792,850,7,98,91
1791,851,39,86,47
1792,851,5,113,108
1792,857,97,153,56
1792,858,1,91,90
1792,863,23,75,52
1792,864,61,110,49
1792,865,58,108,50
1793,865,29,142,113
1793,870,10,79,69
1794,870,7,90,83
1793,871,84,154,70
1793,872,135,205,70
1794,872,38,126,88
1794,877,29,84,55
1793,878,151,184,33
1794,878,24,142,118
1794,879,30,133,103
1794,885,137,243,106
1796,891,14,87,73
1795,892,51,195,144
1795,893,26,159,133
1795,894,23,72,49
1795,898,25,103,78
1795,899,99,194,95
1796,905,26,99,73
1795,906,162,193,31
1796,906,7,100,93
1796,907,25,112,87
1796,913,121,201,80
1796,914,80,141,61
1797,919,32,65,33
1797,920,10,72,62
1797,921,16,108,92
1797,922,7,52,45
1798,934,14,68,54
1798,935,4,66,62
1798,941,16,57,41
1798,942,32,78,46
1799,949,7,73,66
1799,950,6,42,36
1800,971,37,69,32
