X,Y,Subtracted,Original 1,Original 2
1792,837,9,84,75
1793,837,3,43,40
1792,842,6,68,62
1793,842,1,32,31
1790,843,8,49,41
1790,844,2,36,34
1792,844,3,108,105
1793,849,4,38,34
1793,850,1,81,80
1794,850,2,45,43
1791,851,8,39,31
1793,856,8,47,39
1792,858,11,65,54
1793,858,8,94,86
1794,858,2,70,68
1793,863,14,77,63
1794,863,6,67,61
1792,864,10,74,64
1793,864,9,123,114
1794,864,5,129,124
1793,865,6,80,74
1795,865,2,67,65
1793,870,11,52,41
1794,870,19,78,59
1795,870,15,56,41
1793,871,4,119,115
1793,872,1,51,50
1796,877,6,54,48
1796,884,18,78,60
1796,885,4,150,146
1794,886,10,84,74
1795,886,9,138,129
1795,891,1,128,127
1796,891,15,107,92
1796,892,6,115,109
1794,893,3,43,40
1795,893,5,133,128
1797,893,15,111,96
1796,899,6,164,158
1798,899,15,83,68
1796,900,17,93,76
1798,900,6,51,45
1796,905,1,41,40
1796,906,26,92,66
1797,906,10,131,121
1798,906,8,87,79
1796,907,17,61,44
1798,912,9,58,49
1798,913,6,144,138
1799,913,4,109,105
1796,914,1,66,65
1799,914,4,73,69
1798,919,1,67,66
1797,920,4,65,61
1798,920,5,81,76
1798,921,3,134,131
1799,921,2,111,109
1797,922,2,40,38
1798,922,8,54,46
1798,926,5,53,48
1799,927,2,93,91
1800,927,3,44,41
1799,928,4,113,109
1800,928,6,51,45
1800,934,9,48,39
1800,941,4,76,72
1801,941,9,46,37
1800,942,8,93,85
1801,942,4,53,49
1799,943,9,50,41
1800,943,10,43,33
1799,948,7,57,50
1800,948,11,73,62
1801,948,2,39,37
1799,949,11,89,78
1800,949,5,135,130
1799,950,7,56,49
1800,950,5,55,50
1800,955,5,47,42
1801,955,21,74,53
1799,956,11,51,40
1801,956,30,113,83
1802,956,4,56,52
1801,957,29,83,54
1801,969,8,76,68
1802,969,3,69,66
1801,970,10,128,118
1802,970,7,121,114
1803,970,2,42,40
1801,971,6,81,75
1802,971,3,77,74
1800,977,5,60,55
1800,978,15,58,43
1801,978,5,98,93
1803,978,2,66,64
1803,983,7,38,31
1802,984,7,67,60
1803,984,4,50,46
1801,985,17,86,69
1802,985,13,130,117
1803,985,8,106,98
1804,985,13,47,34
1802,992,1,52,51
1803,992,9,109,100
1803,998,8,40,32
1804,998,4,43,39
1804,999,6,94,88
1803,1005,6,63,57
1802,1006,3,46,43
1803,1006,7,104,97
1803,1007,4,86,82
1804,1012,1,41,40
1805,1013,8,58,50
1803,1021,7,60,53
1804,1021,1,95,94
1805,1027,3,57,54
1803,1028,5,53,48
1804,1028,6,51,45
1805,1028,4,88,84
1806,1028,3,37,34
1803,1029,5,41,36
1804,1029,6,45,39
1805,1029,4,71,67
1804,1035,2,42,40
1805,1035,1,73,72
1804,1036,6,42,36
1805,1036,6,73,67
1806,1036,2,53,51
1805,1037,7,38,31
1805,1041,9,54,45
1806,1041,5,42,37
1804,1042,4,50,46
1805,1042,26,114,88
1806,1042,15,101,86
1804,1043,7,49,42
1805,1043,23,111,88
1806,1043,14,103,89
1805,1044,6,43,37
1806,1044,3,39,36
1805,1049,2,59,57
1806,1049,2,58,56
1805,1050,17,80,63
1806,1050,12,76,64
1805,1051,18,51,33
1806,1051,12,45,33
1805,1057,1,53,52
1806,1063,10,80,70
1807,1063,45,122,77
1805,1064,3,73,70
1805,1065,7,79,72
1806,1065,7,126,119
1805,1066,3,43,40
1806,1066,5,68,63
1807,1066,3,73,70
1807,1071,25,62,37
1807,1072,1,52,51
1807,1078,5,36,31
1807,1079,6,57,51
1807,1086,5,71,66
1807,1093,7,61,54
1808,1093,8,76,68
1809,1093,1,36,35
1807,1094,4,52,48
1808,1094,6,63,57
1808,1114,7,39,32
1809,1123,1,34,33
1809,1144,2,62,60
1810,1144,5,72,67
1809,1151,2,46,44
1810,1151,4,54,50
1809,1159,3,55,52
1809,1173,7,47,40
1810,1173,15,82,67
1811,1173,4,68,64
1810,1174,14,54,40
1811,1174,4,44,40
1811,1194,5,36,31
1810,1195,2,37,35
1811,1195,1,43,42
1811,1209,15,68,53
1811,1231,11,48,37
1812,1231,16,57,41
