X,Y,Subtracted,Original 1,Original 2
1791,835,6,60,54
1790,837,6,56,50
1791,837,15,112,97
1791,842,35,77,42
1792,842,1,83,82
1790,843,25,71,46
1791,843,67,158,91
1791,844,97,158,61
1792,844,12,124,112
1792,850,6,97,91
1792,851,49,115,66
1793,858,33,123,90
1793,864,150,238,88
1793,865,35,108,73
1794,870,46,78,32
1795,870,17,93,76
1794,871,149,252,103
1795,878,52,188,136
1794,879,128,183,55
1795,884,25,58,33
1796,884,6,90,84
1795,885,103,174,71
1795,886,100,158,58
1796,891,52,116,64
1796,892,80,192,112
1796,893,105,185,80
1796,899,164,202,38
1797,899,18,102,84
1797,900,6,98,92
1798,907,2,67,65
1798,913,29,117,88
1798,914,44,122,78
1799,921,57,111,54
1800,935,27,66,39
